Z,N,A,BindingEnergy_MeV_per_nucleon,HalfLife_seconds,MassExcess_keV,OctonionicAnomalyIndex,IsMagic
34,123,157,4.073,192069802.88191444,-82151.2,0.3536,0
34,38,72,8.116,1.2393203431088106e-14,-65151.0,0.1438,0
17,157,174,0.0,1.4429278206488429e+19,-83058.4,0.6952,0
57,24,81,0.178,2720.1417618154214,-46323.0,0.3616,0
32,113,145,4.167,4.7562778009680026e-11,-33132.5,0.353,0
24,78,102,4.848,5.188459768835669e-15,5193.2,0.2642,0
31,33,64,8.789,2.2549375567366153e-15,-60481.8,0.0717,0
76,48,124,4.099,1.1137361409699595e-09,-49692.4,0.2103,0
50,7,57,0.0,1.4216638041809873e-20,-33498.0,0.383,1
29,155,184,1.048,6.542315069852043e-10,-65550.8,0.4083,0
100,81,181,5.593,4730268494801185.0,-32982.0,0.2679,0
112,55,167,0.01,3.2059165850266245e-05,-10366.2,0.4233,0
10,174,184,0.0,4.765665431412124e-14,-30692.1,0.5792,0
33,23,56,6.331,1.639067692481493e-16,-28830.3,0.1937,0
42,144,186,4.797,2.5235890600536583e-06,-49989.4,0.338,0
41,98,139,6.259,5.6012742170376e-06,-54189.1,0.2085,0
105,12,117,0.0,0.00045727480809744706,-43465.1,0.5035,0
16,136,152,0.0,1607938806960037.2,-7923.9,0.6344,0
45,136,181,4.962,2.9109593852385338e-15,-24508.2,0.3311,0
28,69,97,6.047,337501207.7574603,-17146.5,0.266,1
107,12,119,0.0,2.1070657278690553e-18,-49181.6,0.4394,0
44,46,90,7.834,5.930690175581141e-20,-72676.3,0.0711,0
25,130,155,0.906,0.00014845331166685234,-1747.7,0.4723,0
24,28,52,8.834,5.7715332924546825,-50833.6,0.0,1
28,15,43,5.032,82577033088.26732,-41230.5,0.2617,1
27,169,196,0.217,6.431157783931681e-16,-38163.7,0.5116,0
58,6,64,0.0,8.391193321118932e-07,-30226.6,0.4262,0
7,110,117,0.0,15506893760833.525,-11127.9,0.5354,0
45,58,103,8.757,1.3080644818376144e-08,-52065.1,0.0111,0
79,86,165,7.747,4.058408356096957e+19,-14544.2,0.247,0
84,49,133,2.701,607640.8879371426,-20593.6,0.3286,0
17,58,75,4.087,6966336870745626.0,-21042.8,0.419,0
83,10,93,0.0,1.8455803352052326e+19,-31931.0,0.633,0
95,27,122,0.0,7.867015094570844e+17,-39649.1,0.6136,0
57,46,103,6.546,2.6616873628252355e-18,-27709.7,0.1923,0
114,4,118,0.0,6.06112077527548e-19,-50313.0,0.4452,0
98,14,112,0.0,1.4815304897384646e-06,-36906.9,0.4842,0
62,77,139,7.514,5.701612602394503e-19,-19331.3,0.1053,0
44,107,151,6.23,55716850877364.39,-58584.9,0.3692,0
70,15,85,0.0,0.0001849110224261795,-4433.3,0.4457,0
76,10,86,0.0,0.022831748668568935,-66448.6,0.5462,0
17,106,123,0.0,4.809581152705767e+18,-52434.1,0.6597,0
94,95,189,6.694,2.5118718960383867e-08,-54818.2,0.0256,0
81,58,139,5.211,26080339090058.816,-28906.7,0.257,0
28,169,197,0.658,1549262038782.1497,-48793.6,0.4254,1
48,90,138,7.557,0.0001289959093764955,-66361.7,0.3482,0
71,66,137,6.676,4.992607780255645e-05,-45049.8,0.1201,0
113,77,190,3.811,0.00042087762326367917,-88323.3,0.182,0
65,21,86,0.0,468612835834597.7,-80805.0,0.6127,0
51,148,199,6.036,1.994539487989061e-09,-47912.9,0.3011,0
71,39,110,3.101,0.00010906125700590112,-36760.1,0.2953,0
84,14,98,0.0,1.6306586559774785e-10,-45727.1,0.5016,0
46,67,113,7.951,6.451669320609909e-09,-52179.5,0.1808,0
111,23,134,0.0,1.2708790985478353e-06,-35108.3,0.4502,0
49,115,164,7.183,0.0010212390607337548,-36195.3,0.0832,0
101,56,157,1.57,1.6468971754203556e-11,-71716.5,0.362,0
69,86,155,8.271,24279.540667246827,-67078.8,0.0858,0
57,125,182,6.67,31572965789.209026,-59284.4,0.234,0
16,58,74,3.441,0.0003791304109142496,-47334.9,0.2563,0
81,10,91,0.0,2.9404255947510393e-06,-3992.1,0.4913,0
21,100,121,1.823,1.2607778278133578e-16,-10086.7,0.5609,0
36,80,116,7.408,0.029420208926261498,-30089.4,0.2108,0
39,125,164,5.017,6.083638195478159e-07,-57364.5,0.2728,0
84,51,135,3.785,0.0025880273298000494,-27177.3,0.1452,0
90,14,104,0.0,1.8488682278212194,-34117.2,0.4616,0
113,82,195,3.871,797800715538.7565,-44003.0,0.3047,1
4,58,62,0.0,1.105389183239564,-43871.8,0.6058,0
40,82,122,6.948,0.1952425405079138,-63098.9,0.1705,1
89,19,108,0.0,12192604.830986995,-79783.0,0.5483,0
22,114,136,0.904,3.269839487628591e-08,-49944.8,0.4342,0
116,79,195,3.339,3.2553822193849135e-14,-74537.5,0.211,0
12,144,156,0.0,1316375768731668.0,-35940.9,0.5457,0
33,61,94,8.077,2.2739527318211888e-17,-25248.6,0.1018,0
66,46,112,5.562,248012127798.51004,-50810.4,0.2375,0
87,18,105,0.0,257485312275.39795,-41510.5,0.5243,0
105,56,161,1.286,1.2138620168716839e+19,-55345.1,0.4615,0
28,61,89,6.807,165.88876129026906,-43177.5,0.1123,1
49,70,119,8.17,0.20969491654178044,-63255.7,0.0759,0
74,37,111,1.774,5.514336545353681e+18,-64434.8,0.46,0
29,19,48,6.151,9157.63829683786,-55433.1,0.2804,0
30,52,82,8.504,4.021863887113322e-20,-26201.8,0.1922,0
48,69,117,8.09,8067.357597431879,-68350.1,0.1426,0
22,99,121,2.202,111066676.5596949,-67291.3,0.5371,0
113,44,157,0.0,0.010236932642801124,-39714.9,0.3764,0
109,45,154,0.0,3.4803604915019177e-13,-67287.8,0.3676,0
85,24,109,0.0,0.0023775669782902043,-58780.1,0.5054,0
41,38,79,8.358,9.350039781675672e-13,-42816.3,0.1041,0
47,62,109,8.198,4.109370087200534e-12,-87548.9,0.1889,0
94,47,141,1.593,2.0960173450384038e-07,-55412.4,0.3592,0
36,62,98,7.742,46918.521063878776,-45864.5,0.236,0
110,7,117,0.0,5.474554370808567e-18,-36333.4,0.5036,0
6,106,112,0.0,5.4696154880299345e-06,-44302.6,0.533,0
56,84,140,8.491,0.0002841702831185461,-43397.1,0.166,0
102,39,141,0.0,2.8263429533647955e+17,-65333.1,0.491,0
57,3,60,0.0,4067.3014920894343,-66035.7,0.4256,0
88,67,155,5.116,329913672.5878035,-68035.6,0.2394,0
102,37,139,0.0,2.986927366690121e-16,-20245.5,0.3946,0
92,20,112,0.0,11468948638301.824,-30844.2,0.5588,1
1,195,196,0.0,9.603780270621936e+16,-12607.7,0.575,0
25,20,45,7.459,804325989419977.4,-46889.6,0.1547,1
55,95,150,8.167,284648777172.95996,-77723.2,0.3069,0
58,38,96,5.123,1.3878346851594966e+16,-71840.9,0.3351,0
5,169,174,0.0,2371711617481528.0,-60197.2,0.5444,0
30,56,86,7.159,753648953.8370695,-71314.0,0.2371,0
45,144,189,4.185,4217411284.8308477,-48030.7,0.4424,0
108,17,125,0.0,6.44463234712447e-07,-86770.1,0.547,0
115,77,192,3.02,7.241285048038453e-16,-27622.4,0.334,0
34,27,61,7.114,5.612796557367756e-11,-60194.6,0.083,0
28,151,179,0.671,44876.54741678886,-91842.1,0.4968,1
62,18,80,0.0,13924680201.847271,-15603.1,0.4602,0
13,128,141,0.0,180616.2614913172,-70277.9,0.5384,0
49,63,112,8.435,1.6497677543384314e+19,-35511.8,0.1933,0
26,48,74,7.866,14318878.471370507,-39253.7,0.2848,0
43,24,67,4.283,2659442284605399.0,-15812.3,0.3919,0
16,24,40,7.95,1789207821.970027,-28978.1,0.2438,0
93,85,178,6.317,2.213787003365958e-07,-25528.6,0.1112,0
83,18,101,0.0,158110525629110.72,-51802.5,0.6007,0
53,29,82,3.701,4.779881790674306e-19,-63460.9,0.1886,0
104,35,139,0.0,82625737804690.39,-42786.4,0.505,0
82,65,147,5.915,1.8278368918941198e-11,-49840.1,0.0657,1
78,63,141,6.067,21694.889137848273,-67702.0,0.2525,0
60,115,175,7.566,1.4843492264481542e+17,-57906.1,0.3604,0
49,136,185,5.705,1.631319496886668e-20,-38024.1,0.2977,0
79,47,126,4.018,11745721409.598701,-41707.0,0.3166,0
81,98,179,8.118,7019382.929402267,-21932.6,0.1843,0
71,91,162,8.059,9979572511.250635,-52357.5,0.1928,0
3,20,23,0.0,1463219.5029052503,-46187.3,0.515,1
86,61,147,4.82,452777125.85262537,-74342.4,0.2164,0
59,56,115,7.371,4.571146284872011e-11,-57410.2,0.0237,0
76,9,85,0.0,1.1991313995464264e-17,-49379.1,0.4411,0
90,22,112,0.0,2401213.330084027,-63156.7,0.5227,0
38,60,98,8.039,4.3357417147458725e-13,-67901.4,0.088,0
100,6,106,0.0,3.8494712197820165e-10,-29109.7,0.5429,0
4,22,26,0.0,1.0576065424403282e-14,-33673.2,0.4482,0
22,69,91,4.238,0.00040704169053841824,-30398.1,0.3286,0
48,133,181,5.429,3.6986360672661602,-56451.3,0.2533,0
77,101,178,8.387,5.930578402088437e-17,-35122.5,0.1336,0
38,26,64,6.632,209377900312035.25,-37750.6,0.2614,0
113,34,147,0.0,7.889247238463509e-20,-25704.1,0.3813,0
75,29,104,0.0,1.9086540243736472e-11,-76244.4,0.4494,0
32,98,130,5.295,3.439931182025714e+17,-85027.4,0.3398,0
83,24,107,0.0,2089992776.7068775,-62053.7,0.4434,0
25,19,44,7.435,601.6991069275531,-56288.1,0.1945,0
98,54,152,2.435,0.05907572947062186,-22977.3,0.2679,0
118,41,159,0.0,401796779.40646064,-61847.1,0.466,0
11,188,199,0.0,8.412106006793706e-06,-26577.6,0.615,0
89,104,193,7.419,6.19478423689832e-18,-17832.2,0.1262,0
71,3,74,0.0,4.9395928224305e-19,-57783.2,0.4596,0
46,141,187,5.866,2.6558057607101723e-18,-53583.0,0.2087,0
40,117,157,5.649,364155.0664268724,-44661.8,0.3725,0
66,35,101,3.151,1.3877563938599192e-17,-58386.3,0.2845,0
43,149,192,4.251,1.70524253521449e-11,-46448.6,0.3315,0
55,143,198,6.428,42382917.2188759,-49165.5,0.4258,0
59,87,146,8.057,44511514.9201865,-62730.5,0.2671,0
79,94,173,8.136,108758024977.54553,-57081.2,0.1348,0
53,118,171,7.523,4739408359846939.0,-70116.3,0.3391,0
98,49,147,0.356,0.0004453714296416421,-51920.5,0.2785,0
50,101,151,7.86,2.583171803375456e+19,-100747.8,0.2994,1
93,93,186,6.412,6.619612832178686e-20,-58974.3,0.162,0
36,124,160,4.607,1.734740620333052e-14,-19988.6,0.3882,0
110,23,133,0.0,91188.36337187597,-51909.3,0.3946,0
17,64,81,2.588,7856849739048.126,-57876.0,0.4574,0
9,21,30,5.387,1000559804.4629178,-13348.9,0.3585,0
40,144,184,3.96,33.18243211301767,-33882.2,0.3291,0
91,84,175,6.699,0.3764449680275252,-51048.1,0.1994,0
44,37,81,7.309,246483012048483.03,-29283.5,0.1362,0
68,88,156,7.817,3.5812066565466383,-49141.4,0.187,0
77,120,197,8.181,0.00012913183702135852,-49234.0,0.0898,0
63,119,182,7.915,2.5752192811436934e-13,-68173.0,0.1307,0
109,79,188,4.252,6.267019035149262e+18,-53816.8,0.2891,0
78,31,109,0.0,811503755353.1151,-64358.4,0.4572,0
49,58,107,8.516,1.0114061852116252e-13,-40633.7,0.0309,0
85,83,168,7.12,9.699695697031005e-11,-44076.3,0.1141,0
20,80,100,2.86,1.118859346003868e-06,-73677.7,0.3149,1
114,22,136,0.0,4.554456303936926e-09,-63123.9,0.4163,0
59,12,71,0.0,26486568611.365177,-92414.0,0.5245,0
82,16,98,0.0,145656829.6287943,-53466.4,0.4936,1
110,81,191,4.049,2.649904961999815,-72200.1,0.2482,0
74,107,181,8.035,1.1246717462473184,-91682.3,0.2148,0
54,110,164,6.972,9.651058176508387e-19,-56029.9,0.169,0
57,135,192,6.803,1.7457819811771838e-09,-58323.9,0.1642,0
104,41,145,0.0,1.0458077887791866e-15,-62299.0,0.3438,0
93,84,177,6.489,427.821093706237,-53511.3,0.1742,0
50,101,151,7.951,2.3824511273622423e-11,-47243.1,0.1149,1
115,65,180,1.458,5184612.0873842165,-52324.6,0.362,0
17,5,22,0.0,84017431510239.56,-27062.4,0.4736,0
43,57,100,8.845,0.01677900708730289,-40590.5,0.1929,0
100,59,159,2.403,0.005151402231352692,-54591.0,0.233,0
40,96,136,6.307,2.626518965542638e+17,-59368.7,0.3063,0
4,165,169,0.0,1.0444576621717867e-14,-72953.8,0.533,0
34,66,100,7.861,7.350969692952561e-11,-8487.2,0.1527,0
26,147,173,0.801,1.4941389928009584e+16,-19579.9,0.5916,0
80,112,192,8.072,1.8841630765482983e-20,-37291.1,0.0647,0
26,161,187,0.0,19887391259.85697,-30919.7,0.4917,0
112,0,112,0.0,0.004002412630370559,-47049.2,0.5539,0
21,83,104,3.088,3.294683546339376e-09,-15746.6,0.2646,0
52,45,97,7.331,194771.7806565253,-86111.1,0.2171,0
70,112,182,7.961,1.7144682035365146e-16,-55131.0,0.1457,0
64,39,103,4.784,9.566462721195846e-05,-40665.7,0.2418,0
5,121,126,0.0,5.602267222161757e-16,-1766.5,0.5336,0
65,103,168,7.838,1.984896390093305e-19,-41533.2,0.2477,0
76,38,114,2.074,7.149975283916455e-09,-74835.2,0.3006,0
111,33,144,0.0,1.032716411668753e-18,-47410.0,0.3974,0
55,21,76,0.294,1.3011421023795506e-10,-76709.6,0.2844,0
21,78,99,3.762,6727387294684.81,-93286.2,0.4189,0
8,189,197,0.0,2.303429625869835e-12,-29232.4,0.4722,1
78,44,122,2.883,43286095783428.96,-61111.4,0.3068,0
61,53,114,7.33,1.0722503030389292e-09,-36035.6,0.0815,0
23,161,184,0.0,2.0247081516879796e-19,-99766.5,0.4421,0
70,58,128,6.598,307.29284097414296,-48933.9,0.133,0
44,118,162,6.094,3.104658778779936,-29362.6,0.3235,0
20,99,119,1.481,7.437616798964818e-19,-46626.2,0.3344,1
71,106,177,7.449,3.0935551614406656e+18,-18079.0,0.2646,0
70,57,127,5.899,4.767051398784953e-12,-44001.9,0.1729,0
80,91,171,7.061,1.9496550287654624e+16,-58765.2,0.2077,0
96,65,161,3.603,1.25052243228673,-43568.1,0.248,0
108,56,164,0.776,2.6790681529659998e-09,-55436.4,0.2979,0
114,68,182,1.95,0.005703655585193273,-23017.5,0.2976,0
94,5,99,0.0,5.333261990699895e+17,-57934.9,0.6394,0
93,22,115,0.0,9.552635073860362e-11,-49590.1,0.3491,0
74,83,157,7.818,4.056758822538951e-12,-46937.5,0.143,0
106,10,116,0.0,9.415259790853364e-08,-28305.5,0.4622,0
32,34,66,8.332,7.41736734018189e+17,-23066.6,0.1842,0
11,2,13,0.0,1.5125206405900797e-08,-77334.6,0.3979,1
116,29,145,0.0,112620927745.33484,-46263.9,0.4601,0
111,24,135,0.0,41326523.848492324,-32660.2,0.5546,0
25,77,102,4.747,2.4265880653654974e-14,-61584.0,0.2862,0
75,10,85,0.0,1.5693004159438334e-09,-67898.7,0.4715,0
99,58,157,2.549,2138.4332202479327,-51784.7,0.2948,0
76,59,135,6.005,58.606596379561246,-51487.4,0.2152,0
72,6,78,0.0,1.8993840423267127e-15,-78018.4,0.5069,0
12,140,152,0.0,9.39165983621694e-12,-40599.1,0.5344,0
69,89,158,7.899,6.522841879828906e-17,-89709.2,0.0819,0
76,100,176,7.055,2.3770983990555096e-07,-57496.4,0.1678,0
19,105,124,0.0,2.2056404083303365e-12,-39449.3,0.445,0
29,147,176,1.246,0.00020353112194423408,-24512.2,0.4195,0
54,99,153,7.794,2474.8294052940437,-28417.7,0.1615,0
43,61,104,8.135,7.664090722079906e-16,-71868.7,0.1364,0
116,78,194,2.958,11030301459684.117,-30431.6,0.367,0
82,4,86,0.0,2.6240989390909545e-06,-63917.2,0.4123,1
34,76,110,7.311,5.049772576555532e+19,-32140.9,0.4413,0
61,82,143,7.735,56348.59368352226,-91293.9,0.1083,1
16,45,61,5.752,8.735741545351565e-20,-83400.1,0.2382,0
11,118,129,0.0,8.790668159509497,-66878.0,0.4965,0
75,91,166,7.354,6.314794434663201e-13,-26455.9,0.1474,0
71,105,176,8.29,9.401022542317172e-08,-40975.5,0.1688,0
66,48,114,6.337,20012363.444706995,-84408.9,0.3027,0
38,27,65,6.396,49450677.51620742,-35570.4,0.2473,0
105,41,146,0.0,1.1045977305432973e-10,-73296.2,0.412,0
57,106,163,7.852,0.00028509057276056646,-74691.8,0.2254,0
48,19,67,1.024,0.203488056119862,-36211.9,0.413,0
36,151,187,3.644,1663552621562.0618,-52545.2,0.508,0
101,27,128,0.0,4.3255463979062785e-14,-51141.8,0.4136,0
110,77,187,3.906,1.0653675881368623e-14,-43775.7,0.2602,0
61,99,160,8.272,16567.23455920054,-32526.8,0.1442,0
20,17,37,7.324,17921352547.08586,-39857.3,0.0984,1
103,94,197,5.881,4.998001363401202e-19,-37351.2,0.1475,0
87,13,100,0.0,5.376277232821957e-08,-113756.2,0.4864,0
78,78,156,7.469,4446342595837023.0,-73043.4,0.2103,0
62,31,93,2.838,2.5249653318612605e-17,5319.6,0.1793,0
45,68,113,8.66,3.5404129046359836e-05,-56602.4,0.108,0
84,43,127,1.832,18.83088192378629,-44505.2,0.3797,0
58,110,168,7.777,5.397141292813412e-08,-27057.8,0.1683,0
8,28,36,2.473,3469246353.0408916,-21628.9,0.3438,1
84,108,192,7.825,1.8609720581140743e-10,-56478.4,0.1801,0
19,101,120,0.857,8872976.712294169,-53427.0,0.4504,0
111,52,163,0.0,725004644843.806,-64787.0,0.4115,0
72,41,113,2.942,8.375794646581233e-09,-46089.8,0.313,0
56,38,94,5.473,1.0445305163099746e+19,-65014.0,0.3262,0
11,153,164,0.0,8.482467392274653,-53592.1,0.4834,0
116,41,157,0.0,1.43476373623617e-14,-49228.2,0.4139,0
52,117,169,7.29,3.105370755027537e-07,-35019.1,0.2057,0
53,87,140,8.357,9.21103932489916e+16,-37463.3,0.2737,0
7,109,116,0.0,104.44101507139558,-79022.1,0.4963,0
107,56,163,1.305,1.2988785627814584e-05,-53627.7,0.2902,0
36,13,49,0.629,8.12784776031424e+19,-69594.4,0.4229,0
93,44,137,0.325,4.035033417293499e-16,-54266.6,0.3981,0
106,46,152,0.0,7.54951265369126e-05,-5633.1,0.2547,0
7,21,28,3.204,2.5954782803057333e-15,-60398.7,0.3042,0
57,134,191,6.439,533054744353856.1,-48704.8,0.2964,0
60,3,63,0.0,2369338217.593874,-6698.9,0.6513,0
73,60,133,5.827,1319700134786.4275,-31605.9,0.1999,0
27,31,58,8.667,2.0928678997704584e+16,-81539.9,0.1604,0
16,98,114,0.0,6717.272496204316,-72987.4,0.5198,0
4,29,33,0.0,1.6123906552039316e-17,-4571.0,0.4571,0
94,35,129,0.0,4.317245866524463e+17,-32027.0,0.5413,0
95,100,195,6.166,2.6287279668767814e-20,-39429.6,0.1847,0
39,136,175,4.394,1.152631281962869e-06,-79459.7,0.3038,0
44,17,61,0.845,9515.806151457926,-54686.7,0.4342,0
37,160,197,2.626,0.00442610884006931,-40577.9,0.3469,0
98,92,190,6.075,5.301038872778805e-18,-98683.5,0.049,0
85,54,139,4.11,3.8471323772535524e-14,-57756.0,0.2139,0
49,8,57,0.0,6.93177199354727e-20,-41317.2,0.4371,1
69,41,110,4.265,52.471720458659064,-60165.2,0.3162,0
111,2,113,0.0,2.389802672134286e-13,-59552.9,0.4266,1
6,139,145,0.0,0.2146700209394052,-99969.9,0.5802,0
84,46,130,2.45,1.6899340295163523,-16085.5,0.3813,0
112,8,120,0.0,8.867351741885784e-19,-48623.1,0.4688,1
101,43,144,0.0,6.658958648090133e-19,-59091.0,0.3599,0
12,88,100,0.0,2.116355694900375e-06,-47608.0,0.5269,0
18,58,76,3.721,1.47061077988981e-20,-26928.2,0.3945,0
27,159,186,0.0,9.124347012735077e-20,-56468.8,0.4124,0
98,66,164,3.786,5.153585741867042e+18,-39419.7,0.3676,0
103,93,196,5.55,1.0939439754796e-18,-50746.2,0.0789,0
74,118,192,8.036,3.123052449452149e-16,-27690.7,0.1069,0
77,113,190,8.348,56260263189167.47,-24591.7,0.2842,0
14,117,131,0.0,1620814727.7710505,-3859.6,0.546,0
43,118,161,5.837,6.179308922869454e-13,-49208.8,0.2298,0
60,32,92,3.67,20159090430971.633,-43205.5,0.3736,0
49,36,85,6.254,0.00042928204156566114,-41512.1,0.0464,0
87,53,140,3.804,2.3285355596630035e-18,-24360.2,0.27,0
45,45,90,7.613,1.2670885978676042e-15,-12334.5,0.0,0
115,63,178,0.808,1718640069.0562775,-35289.5,0.4719,0
77,106,183,7.541,1722394.0792912412,-64598.8,0.1459,0
44,87,131,7.31,4907447815.130964,-50980.6,0.2507,0
50,83,133,7.837,6158417291.662548,-25471.6,0.1087,1
40,111,151,5.695,1.6602840108152153e-15,-87198.7,0.2342,0
118,16,134,0.0,5.7783384161094435e-08,-38644.9,0.5202,0
38,133,171,4.199,9.075083105935721e-20,-37189.1,0.3295,0
117,23,140,0.0,1.3947964533340441e-10,-56569.7,0.3842,0
49,125,174,6.586,1215.2994336542088,-45513.2,0.303,0
19,150,169,0.0,3.3239820938633564e+16,-58774.9,0.543,0
34,79,113,6.901,8.826389243279553e-13,-66307.5,0.1628,0
45,133,178,5.226,18265495306931.117,-47145.0,0.4097,0
10,29,39,4.065,394440375.5751328,-55085.0,0.3724,0
73,94,167,8.288,2.042290712755332e+17,-37917.6,0.228,0
20,78,98,3.385,3319618.29141311,-40406.4,0.3612,1
42,108,150,5.998,1549159347195705.2,-29857.3,0.3488,0
99,100,199,6.773,3.3497448308367122e-15,-49996.3,0.1585,0
12,36,48,4.646,25131696043.711884,-65818.0,0.3344,0
23,102,125,1.753,1.1546249369514596e+19,-38806.0,0.553,0
78,89,167,7.855,46368823.268164925,-35307.2,0.1479,0
81,108,189,7.939,7385065.810006406,-39378.1,0.2491,0
106,69,175,2.992,1.8333300157192175e-12,-57499.3,0.2987,0
86,58,144,4.016,1.8732162474513616e-20,-33570.9,0.2214,0
88,104,192,7.882,7582485257228698.0,-63855.1,0.202,0
102,6,108,0.0,1.0538819433099896e-19,-46910.3,0.5222,0
118,50,168,0.0,2254514016353.03,-72280.9,0.3952,1
77,6,83,0.0,194642419653977.47,-61299.6,0.635,0
24,145,169,0.196,1.839390606659052e-07,-42717.2,0.5715,0
26,126,152,1.743,6.282285501575996e-16,-30202.8,0.3279,1
38,77,115,7.266,20235046.26859367,-52184.6,0.2254,0
86,58,144,4.65,1348329965918.7876,-49320.6,0.3044,0
72,55,127,6.317,341997.63028044667,-20266.7,0.231,0
1,198,199,0.0,2.1671333838788583e-05,-43222.2,0.5303,0
117,32,149,0.0,2.783207202202701,-67010.7,0.3825,0
5,47,52,0.0,15223293738707.766,-61861.4,0.6069,0
116,13,129,0.0,3.3060819625355095e-06,-28852.6,0.5076,0
23,81,104,4.103,0.00020470166552332114,-48545.5,0.3355,0
36,7,43,0.0,346245657051591.44,-20990.4,0.5569,0
34,78,112,6.943,1.9395159690376896e-06,-44379.8,0.1069,0
118,70,188,1.871,2.0432124561579137,-29043.0,0.2796,0
78,88,166,7.598,6526.116259724826,-82760.6,0.0385,0
117,21,138,0.0,891014.0572123375,-59695.8,0.4433,0
58,129,187,6.31,1.7098696338755312e+17,-25605.8,0.3927,0
81,102,183,7.615,1.1634568595985195e-20,-36384.7,0.1709,0
73,68,141,6.48,304120505063930.1,-47421.3,0.178,0
86,63,149,5.352,13000086298.316864,-61229.3,0.283,0
71,126,197,7.813,0.0016650713052206439,-49322.0,0.0581,1
82,26,108,0.0,560692220.6326473,-79482.6,0.4158,1
18,181,199,0.0,4.464553075477226e-07,-11911.3,0.4655,0
42,78,120,8.094,1.8573753290160674e-19,-27577.7,0.1327,0
71,105,176,8.032,314.17741691161183,-31807.0,0.1127,0
68,48,116,5.239,1.9023502298499976e-20,-23929.8,0.1142,0
51,127,178,6.308,1.4635720365348774e+16,-76783.2,0.3671,0
86,62,148,4.722,1.2584916209465063e+19,-90059.0,0.3676,0
42,97,139,7.117,39802506704341.69,-24627.6,0.2638,0
17,37,54,6.489,212059257746.0607,-59849.8,0.3177,0
19,56,75,4.715,6.628656339059756e-18,-46378.7,0.3584,0
37,64,101,8.062,143785564129519.1,-45593.0,0.2576,0
65,99,164,8.001,2.4650214327435136e+17,-53286.7,0.2754,0
71,107,178,7.748,5.4053872811109736e-05,-79255.3,0.0776,0
19,1,20,0.0,5.042681889663121e-14,-49305.7,0.4216,0
70,31,101,1.486,5.356689618834347e-16,-68999.2,0.3985,0
6,44,50,0.0,2.744481466262666e-13,-31969.0,0.531,0
55,68,123,8.442,2.224854297801776e-16,-60987.2,0.0919,0
78,28,106,0.0,5.054093970175759e-07,-73523.5,0.3659,1
34,96,130,5.749,2141551134533.3882,-32763.7,0.3477,0
14,179,193,0.0,266570.9858405036,-69402.5,0.5273,0
98,29,127,0.0,1.953208492598508e-15,-26364.8,0.3823,0
42,50,92,8.339,514994.771946652,-17824.4,0.125,1
15,61,76,2.335,0.05776036124372491,-39327.0,0.3536,0
36,113,149,5.122,2225147002235620.8,-24078.7,0.351,0
22,73,95,4.041,3.039822485151901e-17,-22911.2,0.332,0
110,16,126,0.0,1.8363733881733033e-11,-56372.5,0.5279,0
62,136,198,6.812,655.2087010573234,-56301.9,0.3143,0
85,20,105,0.0,0.00563447639354161,-58491.9,0.3747,1
17,17,34,8.0,9438.863701867711,-28614.4,0.1125,0
29,131,160,2.261,1.2091992400414536e+18,-37637.8,0.6021,0
107,8,115,0.0,4.60434041536024e-12,-89780.8,0.5559,1
46,91,137,7.562,93245.84306520199,-58695.5,0.2409,0
97,41,138,0.0,0.00171526416810234,-40338.7,0.4278,0
49,54,103,7.998,20772831233547.85,-83275.1,0.2392,0
100,15,115,0.0,3.164300066875867e-18,-50832.2,0.5389,0
103,91,194,5.262,58637.12812574374,-7951.3,0.1746,0
78,42,120,2.741,0.24410724959043698,-68439.0,0.276,0
67,67,134,7.459,402717769.3664017,-51748.7,0.1762,0
30,48,78,8.389,195504373.08106273,-31009.5,0.1777,0
26,148,174,0.142,1.734608359692829e-12,-30793.9,0.4803,0
2,83,85,0.0,166741973532650.6,-51450.8,0.5063,1
44,133,177,5.057,0.7765250381901888,-42764.3,0.3446,0
117,50,167,0.0,2273.9010931187395,-76922.7,0.3684,1
101,47,148,0.0,1.7527638465639098e-06,-73137.0,0.4057,0
3,121,124,0.0,5.811141292965425e-16,-36336.2,0.5139,0
26,148,174,0.407,8329962915.849735,-39850.9,0.5675,0
106,87,193,4.948,4.0109881004241386e-10,-28340.7,0.1222,0
110,33,143,0.0,1.2973807644261392e-18,-62164.5,0.4297,0
62,114,176,7.523,9.629285201437518e-14,-50556.6,0.2231,0
4,81,85,0.0,1274223199.6935096,-48460.3,0.5963,0
98,5,103,0.0,86135.59110293502,-70993.1,0.5454,0
8,138,146,0.0,2.8497915782594362e-15,-33663.2,0.4969,1
112,7,119,0.0,1.8511074733289603,-23383.9,0.5396,0
